species,seed_dry_mass_mg,SLA_mm2_mg.1,height_m
Potentilla dickinsii,0.19370814328602107,19.210311345784262,0.113314295333255
Potentilla anserina,0.19370814328602107,19.210311345784262,0.113314295333255
Potentilla chinensis,0.2723083482364878,16.409022660000005,0.15765275644096768
Potentilla yokusaiana,0.19370814328602107,19.210311345784262,0.113314295333255
Potentilla fragarioides,0.20084197115363106,19.210311345784262,0.049241919230769184
Potentilla discolor,0.19370814328602107,19.210311345784262,0.113314295333255
Potentilla anemonifolia,0.1,19.049269268999144,0.11456429129715695
Potentilla cryptotaeniae,0.19370814328602107,19.210311345784262,0.113314295333255
Potentilla squamosa,0.3612452917468215,19.328048903197566,0.1294068208811234
Potentilla freyniana,0.22000000000000003,19.36379365536454,0.12260887824874972
Potentilla centigrana,1.8243277796062605,21.10793752397975,0.46455938049495404
Sanguisorba stipulata,1.9037706877868354,21.16969409900759,0.4687850895840902
Sanguisorba hakusanensis,1.3444,21.224401890090817,0.4512218620258584
Sanguisorba officinalis,2.26431699347059,21.525297559742103,0.459534013650794
Agrimonia coreana,3.0186136531405703,24.13620856929117,0.5069059346087597
Agrimonia pilosa,15.388599999999997,36.36528187500001,0.6
Geum japonicum,2.4332,23.689006360025353,0.41092156435975596
Geum aleppicum,1.19082857142857,22.700759000374447,0.4
Filipendula glaberrima,4.4501995046519065,35.76088730034121,0.23581769153078178
Fatoua villosa,6.629841000666873,31.331177108236453,0.393599109723946
Pilea japonica,5.440221857938515,37.095288015734404,0.23020369948571848
Pilea mongolica,2.4435,39.5256916996047,0.23505066829770674
Pilea peploides,5.440221857938515,37.095288015734404,0.23020369948571848
Urtica laetevirens,6.976614658636633,37.27880472338103,0.2544086780068361
Urtica thunbergiana,6.976614658636633,37.27880472338103,0.2544086780068361
Urtica angustifolia,6.04776401923947,37.33051875025414,0.2610824715738402
